Id;SubId;Name (click to view profile);Date;Likes;Comment;Link
129;;elijakej0hn;22.12.17 22:15:01;0;Can we please go again, now? ?? Too excited for this!;https://www.instagram.com/p/Bc9Sd2nHRRQ/?comment_id=17855119999208419
130;;kittlepots;22.12.17 22:20:24;1;@amandaps79 absolutely;https://www.instagram.com/p/Bc9Sd2nHRRQ/?comment_id=17901783658110934
131;;lentil___soup;22.12.17 22:37:26;1;If Donna's dead I'm going to kill myself;https://www.instagram.com/p/Bc9Sd2nHRRQ/?comment_id=17887688998181468
132;;noexisteixlacontas;22.12.17 22:41:30;0;@rbachs;https://www.instagram.com/p/Bc9Sd2nHRRQ/?comment_id=17889087130189722
133;;amymccgrath;22.12.17 22:42:53;0;@alishaxxhannigan;https://www.instagram.com/p/Bc9Sd2nHRRQ/?comment_id=17901838372115335
134;;julianna_lj;22.12.17 22:44:54;1;Rip Donna Sheridan;https://www.instagram.com/p/Bc9Sd2nHRRQ/?comment_id=17919857890047748
135;;kristineevensmoen;22.12.17 22:45:00;2;I really hope Donna is not dead! But It really lookes like It in the trailer;https://www.instagram.com/p/Bc9Sd2nHRRQ/?comment_id=17854519339218627
136;;julianna_lj;22.12.17 22:45:59;0;My childhood is gone;https://www.instagram.com/p/Bc9Sd2nHRRQ/?comment_id=17905492216075013
137;;twinkermum;22.12.17 23:00:28;0;@amandaps79 woop woop!;https://www.instagram.com/p/Bc9Sd2nHRRQ/?comment_id=17886999475152642
138;;antoniomartinezestates;22.12.17 23:05:13;0;???;https://www.instagram.com/p/Bc9Sd2nHRRQ/?comment_id=17888192098147650
139;;alicia.laidlaw;22.12.17 23:21:18;0;@nathan_beesley;https://www.instagram.com/p/Bc9Sd2nHRRQ/?comment_id=17912450638048433
140;;smashinunicorn;22.12.17 23:52:56;0;I watched it so many times already soo excited;https://www.instagram.com/p/Bc9Sd2nHRRQ/?comment_id=17856072904204760
141;;lukeeriley;23.12.17 00:24:53;2;I could not forgive you for the rest of my life, if Donna is killed off and dead in this movie;https://www.instagram.com/p/Bc9Sd2nHRRQ/?comment_id=17914721578020926
142;;boomboompowell7;23.12.17 00:30:44;0;@el_mn0p ????????;https://www.instagram.com/p/Bc9Sd2nHRRQ/?comment_id=17889748912134483
143;;jillbeuken;23.12.17 01:02:51;0;@esmeecornelissen echt love it;https://www.instagram.com/p/Bc9Sd2nHRRQ/?comment_id=17889814438137383
144;;daniela.suhr;23.12.17 01:09:48;1;@thefirstanna Ich freuuu mich jetzt schon auf den Film!! ????;https://www.instagram.com/p/Bc9Sd2nHRRQ/?comment_id=17890703992136419
145;;giharumi_;23.12.17 01:18:51;2;NÃO SE MATA A MERYL STREEP! QUERO A DONNA NESSE FILME!;https://www.instagram.com/p/Bc9Sd2nHRRQ/?comment_id=17855331874214120
146;;zarraa_;23.12.17 01:55:48;1;@caoileann_ OH MYYYY GOOOOODD;https://www.instagram.com/p/Bc9Sd2nHRRQ/?comment_id=17914236076015595
147;;diianthee;23.12.17 02:59:39;1;@ilsenelisze @lindaxschutte  @ambvrv @xiris_gerritzenx;https://www.instagram.com/p/Bc9Sd2nHRRQ/?comment_id=17897196919080862
148;;samanthac_xoxo;23.12.17 03:14:06;0;@maria.monaco3;https://www.instagram.com/p/Bc9Sd2nHRRQ/?comment_id=17897017129091303
149;;holy.holtschlag;23.12.17 03:19:23;0;@kkatiepaul ya watch the trailer;https://www.instagram.com/p/Bc9Sd2nHRRQ/?comment_id=17905770793075669
150;;immclaughing;23.12.17 03:46:48;0;IM SO FUCKINGGG EXCITED;https://www.instagram.com/p/Bc9Sd2nHRRQ/?comment_id=17887269403154336
151;;_kassiejones;23.12.17 04:20:28;0;SO STOKED @nataaliepenner;https://www.instagram.com/p/Bc9Sd2nHRRQ/?comment_id=17901491167096509
152;;_kassiejones;23.12.17 04:20:53;0;Let's go for my 23rd bday @nataaliepenner;https://www.instagram.com/p/Bc9Sd2nHRRQ/?comment_id=17888995582187943
153;;yessit3004;23.12.17 04:33:50;3;And donna ?????? :(;https://www.instagram.com/p/Bc9Sd2nHRRQ/?comment_id=17884394479174873
154;;ani_mani811988;23.12.17 05:35:17;1;@chribarny  i ma chuum warte??????;https://www.instagram.com/p/Bc9Sd2nHRRQ/?comment_id=17890857916184855
155;;felicia_suderman;23.12.17 05:50:27;0;So excited for this movie;https://www.instagram.com/p/Bc9Sd2nHRRQ/?comment_id=17888853778184030
156;;isa.jarczyk;23.12.17 06:03:23;0;@oliwls geeeeil ????;https://www.instagram.com/p/Bc9Sd2nHRRQ/?comment_id=17914028971063912
157;;jonovis;23.12.17 06:44:40;1;@nacha__jonov.a ??????;https://www.instagram.com/p/Bc9Sd2nHRRQ/?comment_id=17915317339026810
158;;chri.barny;23.12.17 07:04:21;0;@nika_vo_baern ....geit mir genau gliich????;https://www.instagram.com/p/Bc9Sd2nHRRQ/?comment_id=17873524711197410
159;;violanonverde;23.12.17 07:39:57;0;@ester.bina @_nusdeo @_fedepalla_  raga non ci posso credere;https://www.instagram.com/p/Bc9Sd2nHRRQ/?comment_id=17914915963047209
160;;violanonverde;23.12.17 07:40:05;0;@sophia.lannister;https://www.instagram.com/p/Bc9Sd2nHRRQ/?comment_id=17914792504059049
161;;logan__mac;23.12.17 07:49:45;0;@chelsea.mmoore;https://www.instagram.com/p/Bc9Sd2nHRRQ/?comment_id=17875669945199970
162;;maggieblanden;23.12.17 08:03:39;0;@amyy_rice;https://www.instagram.com/p/Bc9Sd2nHRRQ/?comment_id=17897165845094432
163;;amyy_rice;23.12.17 08:15:43;0;@maggieblanden have you watched the trailer?;https://www.instagram.com/p/Bc9Sd2nHRRQ/?comment_id=17873613250196203
164;;ella.zpnta;23.12.17 08:42:14;0;@elieee_z;https://www.instagram.com/p/Bc9Sd2nHRRQ/?comment_id=17914601677040177
165;;cx.denisse;23.12.17 09:24:28;1;Wtf is Donna dead?!???;https://www.instagram.com/p/Bc9Sd2nHRRQ/?comment_id=17857170343206857
166;;la_la_la_melly;23.12.17 09:36:33;1;Donna please don’t die. @universalpictures why why why? You’re making us feel so miserable. Please don’t release this film and spare us the trouble;https://www.instagram.com/p/Bc9Sd2nHRRQ/?comment_id=17899958254124178
167;;la_la_la_melly;23.12.17 09:37:08;0;@denise_corona3708 yes;https://www.instagram.com/p/Bc9Sd2nHRRQ/?comment_id=17901554671100691
168;;mc_kinzel;23.12.17 10:40:21;1;@alisahir_ @pia.stich  @caaarooo_ ??;https://www.instagram.com/p/Bc9Sd2nHRRQ/?comment_id=17887705597179069
